event_id,sm,warp,regext_time_ns,regext_pc,regext_op,regext_line,prev_time_ns,prev_pc,prev_op,prev_line,next_time_ns,next_pc,next_op,next_line,next_has_is_used
326,1,6,595993675,0x800001b4,REGEXT,"SM 1 warp 6 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @595993675ns,1 [trace decode.cpp:72]",595993675,0x80000188,JAL,"SM 1 warp 6 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @595993675ns,1 [trace exec_salu.cpp:108]",595993685,0x80000188,JAL,"SM 1 warp 6 0x80000188               JAL_0x0040006f WB x[000]=0x8000018c @595993685ns,1 [trace regfile.cpp:87]",0
328,1,4,595993655,0x800001b4,REGEXT,"SM 1 warp 4 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @595993655ns,1 [trace decode.cpp:72]",595993605,0x80000184,BGE,"SM 1 warp 4 0x80000184               BGE_0x02905e63 mask=FFFFFFFF, JUMP=false @595993605ns,1 [trace exec_salu.cpp:339]",595993695,0x80000188,JAL,"SM 1 warp 4 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @595993695ns,1 [trace exec_salu.cpp:108]",0
330,1,0,595993695,0x800001b4,REGEXT,"SM 1 warp 0 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @595993695ns,1 [trace decode.cpp:72]",595993645,0x80000184,BGE,"SM 1 warp 0 0x80000184               BGE_0x02905e63 mask=FFFFFFFF, JUMP=false @595993645ns,1 [trace exec_salu.cpp:339]",595993715,0x80000188,JAL,"SM 1 warp 0 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @595993715ns,1 [trace exec_salu.cpp:108]",0
337,1,5,622963065,0x800001b4,REGEXT,"SM 1 warp 5 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @622963065ns,1 [trace decode.cpp:72]",622963065,0x80000188,JAL,"SM 1 warp 5 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @622963065ns,1 [trace exec_salu.cpp:108]",622963075,0x80000188,JAL,"SM 1 warp 5 0x80000188               JAL_0x0040006f WB x[000]=0x8000018c @622963075ns,1 [trace regfile.cpp:87]",0
338,1,6,622963075,0x800001b4,REGEXT,"SM 1 warp 6 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @622963075ns,1 [trace decode.cpp:72]",622963075,0x80000188,JAL,"SM 1 warp 6 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @622963075ns,1 [trace exec_salu.cpp:108]",622963085,0x80000188,JAL,"SM 1 warp 6 0x80000188               JAL_0x0040006f WB x[000]=0x8000018c @622963085ns,1 [trace regfile.cpp:87]",0
340,1,4,622963055,0x800001b4,REGEXT,"SM 1 warp 4 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @622963055ns,1 [trace decode.cpp:72]",622963005,0x80000184,BGE,"SM 1 warp 4 0x80000184               BGE_0x02905e63 mask=FFFFFFFF, JUMP=false @622963005ns,1 [trace exec_salu.cpp:339]",622963095,0x80000188,JAL,"SM 1 warp 4 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @622963095ns,1 [trace exec_salu.cpp:108]",0
342,1,0,622963095,0x800001b4,REGEXT,"SM 1 warp 0 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @622963095ns,1 [trace decode.cpp:72]",622963045,0x80000184,BGE,"SM 1 warp 0 0x80000184               BGE_0x02905e63 mask=FFFFFFFF, JUMP=false @622963045ns,1 [trace exec_salu.cpp:339]",622963115,0x80000188,JAL,"SM 1 warp 0 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @622963115ns,1 [trace exec_salu.cpp:108]",0
349,1,5,649856505,0x800001b4,REGEXT,"SM 1 warp 5 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @649856505ns,1 [trace decode.cpp:72]",649856505,0x80000188,JAL,"SM 1 warp 5 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @649856505ns,1 [trace exec_salu.cpp:108]",649856515,0x80000188,JAL,"SM 1 warp 5 0x80000188               JAL_0x0040006f WB x[000]=0x8000018c @649856515ns,1 [trace regfile.cpp:87]",0
350,1,6,649856515,0x800001b4,REGEXT,"SM 1 warp 6 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @649856515ns,1 [trace decode.cpp:72]",649856515,0x80000188,JAL,"SM 1 warp 6 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @649856515ns,1 [trace exec_salu.cpp:108]",649856525,0x80000188,JAL,"SM 1 warp 6 0x80000188               JAL_0x0040006f WB x[000]=0x8000018c @649856525ns,1 [trace regfile.cpp:87]",0
352,1,4,649856495,0x800001b4,REGEXT,"SM 1 warp 4 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @649856495ns,1 [trace decode.cpp:72]",649856445,0x80000184,BGE,"SM 1 warp 4 0x80000184               BGE_0x02905e63 mask=FFFFFFFF, JUMP=false @649856445ns,1 [trace exec_salu.cpp:339]",649856535,0x80000188,JAL,"SM 1 warp 4 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @649856535ns,1 [trace exec_salu.cpp:108]",0
354,1,0,649856535,0x800001b4,REGEXT,"SM 1 warp 0 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @649856535ns,1 [trace decode.cpp:72]",649856485,0x80000184,BGE,"SM 1 warp 0 0x80000184               BGE_0x02905e63 mask=FFFFFFFF, JUMP=false @649856485ns,1 [trace exec_salu.cpp:339]",649856555,0x80000188,JAL,"SM 1 warp 0 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @649856555ns,1 [trace exec_salu.cpp:108]",0
361,1,5,678125025,0x800001b4,REGEXT,"SM 1 warp 5 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @678125025ns,1 [trace decode.cpp:72]",678125025,0x80000188,JAL,"SM 1 warp 5 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @678125025ns,1 [trace exec_salu.cpp:108]",678125035,0x80000188,JAL,"SM 1 warp 5 0x80000188               JAL_0x0040006f WB x[000]=0x8000018c @678125035ns,1 [trace regfile.cpp:87]",0
362,1,4,678125035,0x800001b4,REGEXT,"SM 1 warp 4 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @678125035ns,1 [trace decode.cpp:72]",678125035,0x80000188,JAL,"SM 1 warp 4 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @678125035ns,1 [trace exec_salu.cpp:108]",678125045,0x80000188,JAL,"SM 1 warp 4 0x80000188               JAL_0x0040006f WB x[000]=0x8000018c @678125045ns,1 [trace regfile.cpp:87]",0
364,1,2,678125015,0x800001b4,REGEXT,"SM 1 warp 2 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @678125015ns,1 [trace decode.cpp:72]",678124965,0x80000184,BGE,"SM 1 warp 2 0x80000184               BGE_0x02905e63 mask=FFFFFFFF, JUMP=false @678124965ns,1 [trace exec_salu.cpp:339]",678125055,0x80000188,JAL,"SM 1 warp 2 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @678125055ns,1 [trace exec_salu.cpp:108]",0
366,1,6,678125055,0x800001b4,REGEXT,"SM 1 warp 6 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @678125055ns,1 [trace decode.cpp:72]",678125005,0x80000184,BGE,"SM 1 warp 6 0x80000184               BGE_0x02905e63 mask=FFFFFFFF, JUMP=false @678125005ns,1 [trace exec_salu.cpp:339]",678125075,0x80000188,JAL,"SM 1 warp 6 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @678125075ns,1 [trace exec_salu.cpp:108]",0
373,1,5,705040875,0x800001b4,REGEXT,"SM 1 warp 5 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @705040875ns,1 [trace decode.cpp:72]",705040875,0x80000188,JAL,"SM 1 warp 5 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @705040875ns,1 [trace exec_salu.cpp:108]",705040885,0x80000188,JAL,"SM 1 warp 5 0x80000188               JAL_0x0040006f WB x[000]=0x8000018c @705040885ns,1 [trace regfile.cpp:87]",0
374,1,6,705040885,0x800001b4,REGEXT,"SM 1 warp 6 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @705040885ns,1 [trace decode.cpp:72]",705040885,0x80000188,JAL,"SM 1 warp 6 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @705040885ns,1 [trace exec_salu.cpp:108]",705040895,0x80000188,JAL,"SM 1 warp 6 0x80000188               JAL_0x0040006f WB x[000]=0x8000018c @705040895ns,1 [trace regfile.cpp:87]",0
376,1,4,705040865,0x800001b4,REGEXT,"SM 1 warp 4 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @705040865ns,1 [trace decode.cpp:72]",705040815,0x80000184,BGE,"SM 1 warp 4 0x80000184               BGE_0x02905e63 mask=FFFFFFFF, JUMP=false @705040815ns,1 [trace exec_salu.cpp:339]",705040905,0x80000188,JAL,"SM 1 warp 4 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @705040905ns,1 [trace exec_salu.cpp:108]",0
378,1,0,705040905,0x800001b4,REGEXT,"SM 1 warp 0 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @705040905ns,1 [trace decode.cpp:72]",705040855,0x80000184,BGE,"SM 1 warp 0 0x80000184               BGE_0x02905e63 mask=FFFFFFFF, JUMP=false @705040855ns,1 [trace exec_salu.cpp:339]",705040925,0x80000188,JAL,"SM 1 warp 0 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @705040925ns,1 [trace exec_salu.cpp:108]",0
385,1,4,732009855,0x800001b4,REGEXT,"SM 1 warp 4 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @732009855ns,1 [trace decode.cpp:72]",732009855,0x80000188,JAL,"SM 1 warp 4 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @732009855ns,1 [trace exec_salu.cpp:108]",732009865,0x80000188,JAL,"SM 1 warp 4 0x80000188               JAL_0x0040006f WB x[000]=0x8000018c @732009865ns,1 [trace regfile.cpp:87]",0
386,1,7,732009865,0x800001b4,REGEXT,"SM 1 warp 7 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @732009865ns,1 [trace decode.cpp:72]",732009865,0x80000188,JAL,"SM 1 warp 7 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @732009865ns,1 [trace exec_salu.cpp:108]",732009875,0x80000188,JAL,"SM 1 warp 7 0x80000188               JAL_0x0040006f WB x[000]=0x8000018c @732009875ns,1 [trace regfile.cpp:87]",0
388,1,5,732009845,0x800001b4,REGEXT,"SM 1 warp 5 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @732009845ns,1 [trace decode.cpp:72]",732009795,0x80000184,BGE,"SM 1 warp 5 0x80000184               BGE_0x02905e63 mask=FFFFFFFF, JUMP=false @732009795ns,1 [trace exec_salu.cpp:339]",732009885,0x80000188,JAL,"SM 1 warp 5 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @732009885ns,1 [trace exec_salu.cpp:108]",0
390,1,1,732009885,0x800001b4,REGEXT,"SM 1 warp 1 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @732009885ns,1 [trace decode.cpp:72]",732009835,0x80000184,BGE,"SM 1 warp 1 0x80000184               BGE_0x02905e63 mask=FFFFFFFF, JUMP=false @732009835ns,1 [trace exec_salu.cpp:339]",732009905,0x80000188,JAL,"SM 1 warp 1 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @732009905ns,1 [trace exec_salu.cpp:108]",0
397,1,5,758696685,0x800001b4,REGEXT,"SM 1 warp 5 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @758696685ns,1 [trace decode.cpp:72]",758696685,0x80000188,JAL,"SM 1 warp 5 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @758696685ns,1 [trace exec_salu.cpp:108]",758696695,0x80000188,JAL,"SM 1 warp 5 0x80000188               JAL_0x0040006f WB x[000]=0x8000018c @758696695ns,1 [trace regfile.cpp:87]",0
398,1,0,758696695,0x800001b4,REGEXT,"SM 1 warp 0 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @758696695ns,1 [trace decode.cpp:72]",758696695,0x80000188,JAL,"SM 1 warp 0 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @758696695ns,1 [trace exec_salu.cpp:108]",758696705,0x80000188,JAL,"SM 1 warp 0 0x80000188               JAL_0x0040006f WB x[000]=0x8000018c @758696705ns,1 [trace regfile.cpp:87]",0
400,1,6,758696675,0x800001b4,REGEXT,"SM 1 warp 6 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @758696675ns,1 [trace decode.cpp:72]",758696625,0x80000184,BGE,"SM 1 warp 6 0x80000184               BGE_0x02905e63 mask=FFFFFFFF, JUMP=false @758696625ns,1 [trace exec_salu.cpp:339]",758696715,0x80000188,JAL,"SM 1 warp 6 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @758696715ns,1 [trace exec_salu.cpp:108]",0
402,1,2,758696715,0x800001b4,REGEXT,"SM 1 warp 2 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @758696715ns,1 [trace decode.cpp:72]",758696665,0x80000184,BGE,"SM 1 warp 2 0x80000184               BGE_0x02905e63 mask=FFFFFFFF, JUMP=false @758696665ns,1 [trace exec_salu.cpp:339]",758696735,0x80000188,JAL,"SM 1 warp 2 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @758696735ns,1 [trace exec_salu.cpp:108]",0
409,1,3,785665695,0x800001b4,REGEXT,"SM 1 warp 3 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @785665695ns,1 [trace decode.cpp:72]",785665695,0x80000188,JAL,"SM 1 warp 3 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @785665695ns,1 [trace exec_salu.cpp:108]",785665705,0x80000188,JAL,"SM 1 warp 3 0x80000188               JAL_0x0040006f WB x[000]=0x8000018c @785665705ns,1 [trace regfile.cpp:87]",0
410,1,0,785665705,0x800001b4,REGEXT,"SM 1 warp 0 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @785665705ns,1 [trace decode.cpp:72]",785665705,0x80000188,JAL,"SM 1 warp 0 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @785665705ns,1 [trace exec_salu.cpp:108]",785665715,0x80000188,JAL,"SM 1 warp 0 0x80000188               JAL_0x0040006f WB x[000]=0x8000018c @785665715ns,1 [trace regfile.cpp:87]",0
412,1,6,785665685,0x800001b4,REGEXT,"SM 1 warp 6 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @785665685ns,1 [trace decode.cpp:72]",785665635,0x80000184,BGE,"SM 1 warp 6 0x80000184               BGE_0x02905e63 mask=FFFFFFFF, JUMP=false @785665635ns,1 [trace exec_salu.cpp:339]",785665725,0x80000188,JAL,"SM 1 warp 6 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @785665725ns,1 [trace exec_salu.cpp:108]",0
414,1,2,785665725,0x800001b4,REGEXT,"SM 1 warp 2 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @785665725ns,1 [trace decode.cpp:72]",785665675,0x80000184,BGE,"SM 1 warp 2 0x80000184               BGE_0x02905e63 mask=FFFFFFFF, JUMP=false @785665675ns,1 [trace exec_salu.cpp:339]",785665745,0x80000188,JAL,"SM 1 warp 2 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @785665745ns,1 [trace exec_salu.cpp:108]",0
421,1,5,812485845,0x800001b4,REGEXT,"SM 1 warp 5 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @812485845ns,1 [trace decode.cpp:72]",812485845,0x80000188,JAL,"SM 1 warp 5 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @812485845ns,1 [trace exec_salu.cpp:108]",812485855,0x80000188,JAL,"SM 1 warp 5 0x80000188               JAL_0x0040006f WB x[000]=0x8000018c @812485855ns,1 [trace regfile.cpp:87]",0
422,1,4,812485855,0x800001b4,REGEXT,"SM 1 warp 4 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @812485855ns,1 [trace decode.cpp:72]",812485855,0x80000188,JAL,"SM 1 warp 4 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @812485855ns,1 [trace exec_salu.cpp:108]",812485865,0x80000188,JAL,"SM 1 warp 4 0x80000188               JAL_0x0040006f WB x[000]=0x8000018c @812485865ns,1 [trace regfile.cpp:87]",0
424,1,2,812485835,0x800001b4,REGEXT,"SM 1 warp 2 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @812485835ns,1 [trace decode.cpp:72]",812485785,0x80000184,BGE,"SM 1 warp 2 0x80000184               BGE_0x02905e63 mask=FFFFFFFF, JUMP=false @812485785ns,1 [trace exec_salu.cpp:339]",812485875,0x80000188,JAL,"SM 1 warp 2 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @812485875ns,1 [trace exec_salu.cpp:108]",0
426,1,6,812485875,0x800001b4,REGEXT,"SM 1 warp 6 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @812485875ns,1 [trace decode.cpp:72]",812485825,0x80000184,BGE,"SM 1 warp 6 0x80000184               BGE_0x02905e63 mask=FFFFFFFF, JUMP=false @812485825ns,1 [trace exec_salu.cpp:339]",812485895,0x80000188,JAL,"SM 1 warp 6 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @812485895ns,1 [trace exec_salu.cpp:108]",0
433,1,5,839453295,0x800001b4,REGEXT,"SM 1 warp 5 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @839453295ns,1 [trace decode.cpp:72]",839453295,0x80000188,JAL,"SM 1 warp 5 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @839453295ns,1 [trace exec_salu.cpp:108]",839453305,0x80000188,JAL,"SM 1 warp 5 0x80000188               JAL_0x0040006f WB x[000]=0x8000018c @839453305ns,1 [trace regfile.cpp:87]",0
434,1,6,839453305,0x800001b4,REGEXT,"SM 1 warp 6 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @839453305ns,1 [trace decode.cpp:72]",839453305,0x80000188,JAL,"SM 1 warp 6 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @839453305ns,1 [trace exec_salu.cpp:108]",839453315,0x80000188,JAL,"SM 1 warp 6 0x80000188               JAL_0x0040006f WB x[000]=0x8000018c @839453315ns,1 [trace regfile.cpp:87]",0
436,1,4,839453285,0x800001b4,REGEXT,"SM 1 warp 4 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @839453285ns,1 [trace decode.cpp:72]",839453235,0x80000184,BGE,"SM 1 warp 4 0x80000184               BGE_0x02905e63 mask=FFFFFFFF, JUMP=false @839453235ns,1 [trace exec_salu.cpp:339]",839453325,0x80000188,JAL,"SM 1 warp 4 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @839453325ns,1 [trace exec_salu.cpp:108]",0
438,1,0,839453325,0x800001b4,REGEXT,"SM 1 warp 0 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @839453325ns,1 [trace decode.cpp:72]",839453275,0x80000184,BGE,"SM 1 warp 0 0x80000184               BGE_0x02905e63 mask=FFFFFFFF, JUMP=false @839453275ns,1 [trace exec_salu.cpp:339]",839453345,0x80000188,JAL,"SM 1 warp 0 0x80000188               JAL_0x0040006f JUMP=true, jumpTO 0x8000018c @839453345ns,1 [trace exec_salu.cpp:108]",0
