pc,count,share,mnemonic,mnemonic_set,enc_set,class,sample_line
0x80000324,8192,0.00009051,VSLL_VI,VSLL_VI,0x96a13557,VALU,"SM 1 warp 3 0x80000324           VSLL_VI_0x96a13557 mask=FFFFFFFF WB v[010]={00002000 00002004 00002008 0000200c 00002010 00002014 00002018 0000201c 00002020 00002024 00002028 0000202c 00002030 00002034 00002038 0000203c 00002800 00002804 00002808 0000280c 00002810 00002814 00002818 0000281c 00002820 00002824 00002828 0000282c 00002830 00002834 00002838 0000283c}; s1=2 s2=10 s3=10 @925465ns,1 [trace regfile.cpp:109]"
0x80000328,8192,0.00009051,VADD_VX,VADD_VX,0x02a5c557,VALU,"SM 1 warp 3 0x80000328           VADD_VX_0x02a5c557 mask=FFFFFFFF WB v[010]={90202000 90202004 90202008 9020200c 90202010 90202014 90202018 9020201c 90202020 90202024 90202028 9020202c 90202030 90202034 90202038 9020203c 90202800 90202804 90202808 9020280c 90202810 90202814 90202818 9020281c 90202820 90202824 90202828 9020282c 90202830 90202834 90202838 9020283c}; s1=11 s2=10 s3=10 @925545ns,1 [trace regfile.cpp:109]"
0x8000032c,8192,0.00009051,VSW12_V,VSW12_V,0x00b5607b,VLSU,"SM 1 warp 3 0x8000032c           VSW12_V_0x00b5607b mask=FFFFFFFF ADDR 90202000 90202004 90202008 9020200c 90202010 90202014 90202018 9020201c 90202020 90202024 90202028 9020202c 90202030 90202034 90202038 9020203c 90202800 90202804 90202808 9020280c 90202810 90202814 90202818 9020281c 90202820 90202824 90202828 9020282c 90202830 90202834 90202838 9020283c, DATA be637ce0 be5cce3e be564f78 be4fd9d5 be48e536 be4209a2 be3b662c be349212 be2d620c be26760f be1f5d8f be184360 be10eab7 be09ca0e be0298d4 bdf5fdfc 3e88688c 3e86f700 3e858226 3e846a8b 3e8302ff 3e815d5b 3e7fc38c 3e7d4ad0 3e7998e0 3e764896 3e72e0c8 3e6fcafc 3e6bfdd4 3e6836dc 3e652dc2 3e60dd58 @925585ns,1 [trace exec_lsu.cpp:183]"
0x80000330,8192,0.00009051,JOIN,JOIN,0x0000205b,CTRL,"SM 1 warp 0 0x80000330              JOIN_0x0000205b SIMTSTK receive join, stack-size=0 @925615ns,1 [trace exec_simtstk.cpp:154]"
0x80000334,8192,0.00009051,VADD12_VI,VADD12_VI,0x0104848b,VALU,"SM 1 warp 3 0x80000334         VADD12_VI_0x0104848b mask=FFFFFFFF WB v[009]={00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010}; s1=9 s2=16 s3=9 @925705ns,1 [trace regfile.cpp:109]"
0x80000338,8192,0.00009051,VMV_V_X,VMV_V_X,0x5e04c557,OTHER,"SM 1 warp 0 0x80000338           VMV_V_X_0x5e04c557 mask=FFFFFFFF WB v[010]={00000200 00000200 00000200 00000200 00000200 00000200 00000200 00000200 00000200 00000200 00000200 00000200 00000200 00000200 00000200 00000200 00000200 00000200 00000200 00000200 00000200 00000200 00000200 00000200 00000200 00000200 00000200 00000200 00000200 00000200 00000200 00000200}; s1=9 s2=0 s3=10 @925775ns,1 [trace regfile.cpp:109]"
0x8000033c,8192,0.00009051,AUIPC,AUIPC,0x00000317,OTHER,"SM 1 warp 0 0x8000033c             AUIPC_0x00000317 WB x[006]=0x8000033c @925785ns,1 [trace regfile.cpp:87]"
0x80000340,16384,0.00018103,SETRPC,SETRPC,0xe843305b,CSR,"SM 1 warp 0 0x80000340            SETRPC_0xe843305b CSR[0xe84]=0xc0432110 @925825ns,1 [trace exec_csr.cpp:154]"
0x80000344,16384,0.00018103,VBLT,VBLT,0xe8954cdb,OTHER,"SM 1 warp 0 0x80000344              VBLT_0xe8954cdb from VALU, current_mask=FFFFFFFF, branch_mask=FFFFFFFF, stack-size=0 @925905ns,1 [trace exec_simtstk.cpp:53]"
0x80000348,512,0.00000566,JAL,JAL,0xe79ff06f,CTRL,"SM 1 warp 0 0x80000348               JAL_0xe79ff06f JUMP=true, jumpTO 0x800001c0 @28280855ns,1 [trace exec_salu.cpp:108]"
0x8000034c,16,0.00000018,ADDI,ADDI,0x00410113,OTHER,"SM 1 warp 2 0x8000034c              ADDI_0x00410113 WB x[002]=0x70000420 @30935ns,1 [trace regfile.cpp:87]"
0x80000350,16,0.00000018,SW,SW,0xfe112e23,LSU,"SM 1 warp 2 0x80000350                SW_0xfe112e23 mask=FFFFFFFF ADDR 7000041c, DATA 8000010c @30975ns,1 [trace exec_lsu.cpp:183]"
0x80000354,16,0.00000018,VADD_VX,VADD_VX,0x020040d7,VALU,"SM 1 warp 2 0x80000354           VADD_VX_0x020040d7 mask=FFFFFFFF WB v[001]={00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000}; s1=0 s2=0 s3=1 @31065ns,1 [trace regfile.cpp:109]"
0x80000358,16,0.00000018,ADDI,ADDI,0x00200293,OTHER,"SM 1 warp 2 0x80000358              ADDI_0x00200293 WB x[005]=0x00000002 @31085ns,1 [trace regfile.cpp:87]"
0x8000035c,16,0.00000018,VMV_V_X,VMV_V_X,0x5e02c057,OTHER,"SM 1 warp 2 0x8000035c           VMV_V_X_0x5e02c057 mask=FFFFFFFF WB v[000]={00000002 00000002 00000002 00000002 00000002 00000002 00000002 00000002 00000002 00000002 00000002 00000002 00000002 00000002 00000002 00000002 00000002 00000002 00000002 00000002 00000002 00000002 00000002 00000002 00000002 00000002 00000002 00000002 00000002 00000002 00000002 00000002}; s1=5 s2=0 s3=0 @31175ns,1 [trace regfile.cpp:109]"
0x80000360,16,0.00000018,AUIPC,AUIPC,0x00000317,OTHER,"SM 1 warp 2 0x80000360             AUIPC_0x00000317 WB x[006]=0x80000360 @31165ns,1 [trace regfile.cpp:87]"
0x80000364,32,0.00000035,SETRPC,SETRPC,0x0543305b,CSR,"SM 1 warp 2 0x80000364            SETRPC_0x0543305b CSR[0x54]=0x0 @31205ns,1 [trace exec_csr.cpp:154]"
0x80000368,32,0.00000035,VBEQ,VBEQ,0x0410045b,BR,"SM 1 warp 2 0x80000368              VBEQ_0x0410045b from VALU, current_mask=FFFFFFFF, branch_mask=0, stack-size=0 @31285ns,1 [trace exec_simtstk.cpp:53]"
0x8000036c,32,0.00000035,JAL,JAL,0x0040006f,CTRL,"SM 1 warp 2 0x8000036c               JAL_0x0040006f JUMP=true, jumpTO 0x80000370 @31325ns,1 [trace exec_salu.cpp:108]"
0x80000370,16,0.00000018,ADDI,ADDI,0x00100293,OTHER,"SM 1 warp 2 0x80000370              ADDI_0x00100293 WB x[005]=0x00000001 @31425ns,1 [trace regfile.cpp:87]"
0x80000374,16,0.00000018,VMV_V_X,VMV_V_X,0x5e02c057,OTHER,"SM 1 warp 2 0x80000374           VMV_V_X_0x5e02c057 mask=FFFFFFFF WB v[000]={00000001 00000001 00000001 00000001 00000001 00000001 00000001 00000001 00000001 00000001 00000001 00000001 00000001 00000001 00000001 00000001 00000001 00000001 00000001 00000001 00000001 00000001 00000001 00000001 00000001 00000001 00000001 00000001 00000001 00000001 00000001 00000001}; s1=5 s2=0 s3=0 @31505ns,1 [trace regfile.cpp:109]"
0x80000378,16,0.00000018,AUIPC,AUIPC,0x00000317,OTHER,"SM 1 warp 2 0x80000378             AUIPC_0x00000317 WB x[006]=0x80000378 @31515ns,1 [trace regfile.cpp:87]"
0x8000037c,32,0.00000035,SETRPC,SETRPC,0x03c3305b,CSR,"SM 1 warp 2 0x8000037c            SETRPC_0x03c3305b CSR[0x3c]=0x0 @31555ns,1 [trace exec_csr.cpp:154]"
0x80000380,32,0.00000035,VBEQ,VBEQ,0x0210045b,BR,"SM 1 warp 2 0x80000380              VBEQ_0x0210045b from VALU, current_mask=FFFFFFFF, branch_mask=0, stack-size=0 @31645ns,1 [trace exec_simtstk.cpp:53]"
0x80000384,16,0.00000018,JAL,JAL,0x0040006f,CTRL,"SM 1 warp 2 0x80000384               JAL_0x0040006f JUMP=true, jumpTO 0x80000388 @31685ns,1 [trace exec_salu.cpp:108]"
0x80000388,8,0.00000009,VMV_V_X,VMV_V_X,0x5e004157,OTHER,"SM 1 warp 2 0x80000388           VMV_V_X_0x5e004157 mask=FFFFFFFF WB v[002]={00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000}; s1=0 s2=0 s3=2 @31795ns,1 [trace regfile.cpp:109]"
0x8000038c,8,0.00000009,VMV_V_X,VMV_V_X,0x5e004057,OTHER,"SM 1 warp 2 0x8000038c           VMV_V_X_0x5e004057 mask=FFFFFFFF WB v[000]={00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000}; s1=0 s2=0 s3=0 @31835ns,1 [trace regfile.cpp:109]"
0x80000390,8,0.00000009,AUIPC,AUIPC,0x00000317,OTHER,"SM 1 warp 2 0x80000390             AUIPC_0x00000317 WB x[006]=0x80000390 @31845ns,1 [trace regfile.cpp:87]"
0x80000394,16,0.00000018,SETRPC,SETRPC,0x0243305b,CSR,"SM 1 warp 2 0x80000394            SETRPC_0x0243305b CSR[0x24]=0x0 @31895ns,1 [trace exec_csr.cpp:154]"
0x80000398,16,0.00000018,VBNE,VBNE,0x00111e5b,OTHER,"SM 1 warp 2 0x80000398              VBNE_0x00111e5b from VALU, current_mask=FFFFFFFF, branch_mask=0, stack-size=0 @31975ns,1 [trace exec_simtstk.cpp:53]"
0x8000039c,16,0.00000018,JAL,JAL,0x0040006f,CTRL,"SM 1 warp 2 0x8000039c               JAL_0x0040006f JUMP=true, jumpTO 0x800003a0 @32015ns,1 [trace exec_salu.cpp:108]"
0x800003a0,16,0.00000018,JAL,JAL,0x024000ef,CTRL,"SM 1 warp 2 0x800003a0               JAL_0x024000ef JUMP=true, jumpTO 0x800003c4 @32085ns,1 [trace exec_salu.cpp:108]"
0x800003a4,16,0.00000018,JAL,JAL,0x0100006f,CTRL,"SM 1 warp 3 0x800003a4               JAL_0x0100006f JUMP=true, jumpTO 0x800003b4 @34465ns,1 [trace exec_salu.cpp:108]"
0x800003a8,16,0.00000018,JAL,JAL,0x04c000ef,CTRL,"SM 1 warp 3 0x800003a8               JAL_0x04c000ef JUMP=true, jumpTO 0x800003f4 @35785ns,1 [trace exec_salu.cpp:108]"
0x800003ac,16,0.00000018,JAL,JAL,0x0080006f,CTRL,"SM 1 warp 3 0x800003ac               JAL_0x0080006f JUMP=true, jumpTO 0x800003b4 @47715ns,1 [trace exec_salu.cpp:108]"
0x800003b4,16,0.00000018,JOIN,JOIN,0x0000205b,CTRL,"SM 1 warp 3 0x800003b4              JOIN_0x0000205b SIMTSTK receive join, stack-size=0 @34515ns,1 [trace exec_simtstk.cpp:154]"
0x800003b8,32,0.00000035,LW,LW,0xffc12083,LSU,"SM 1 warp 2 0x800003b8                LW_0xffc12083 mask=FFFFFFFF MEMADDR 7000041c @34575ns,1 [trace exec_lsu.cpp:189]"
0x800003bc,16,0.00000018,ADDI,ADDI,0xffc10113,OTHER,"SM 1 warp 2 0x800003bc              ADDI_0xffc10113 WB x[002]=0x7000041c @34635ns,1 [trace regfile.cpp:87]"
0x800003c0,32,0.00000035,JALR,JALR,0x00008067,CTRL,"SM 1 warp 2 0x800003c0              JALR_0x00008067 JUMP=true, jumpTO 0x8000010c @34665ns,1 [trace exec_salu.cpp:121]"
0x800003c4,8,0.00000009,ADDI,ADDI,0x00410113,OTHER,"SM 1 warp 2 0x800003c4              ADDI_0x00410113 WB x[002]=0x70000424 @32175ns,1 [trace regfile.cpp:87]"
0x800003c8,8,0.00000009,SW,SW,0xfe112e23,LSU,"SM 1 warp 2 0x800003c8                SW_0xfe112e23 mask=FFFFFFFF ADDR 70000420, DATA 800003a4 @32215ns,1 [trace exec_lsu.cpp:183]"
0x800003cc,16,0.00000018,CSRRS,CSRRS,0x80302573,CSR,"SM 1 warp 2 0x800003cc             CSRRS_0x80302573 CSR[0x803]=0x90401000 @32265ns,1 [trace exec_csr.cpp:93]"
0x800003d0,16,0.00000018,LW,LW,0x00852283,LSU,"SM 1 warp 2 0x800003d0                LW_0x00852283 mask=FFFFFFFF MEMADDR 90401008 @32325ns,1 [trace exec_lsu.cpp:189]"
0x800003d4,16,0.00000018,CSRRS,CSRRS,0x80002373,CSR,"SM 1 warp 2 0x800003d4             CSRRS_0x80002373 CSR[0x800]=0x20 @32365ns,1 [trace exec_csr.cpp:93]"
0x800003d8,8,0.00000009,VID_V,VID_V,0x5208a157,OTHER,"SM 1 warp 2 0x800003d8             VID_V_0x5208a157 mask=FFFFFFFF WB v[002]={00000000 00000001 00000002 00000003 00000004 00000005 00000006 00000007 00000008 00000009 0000000a 0000000b 0000000c 0000000d 0000000e 0000000f 00000010 00000011 00000012 00000013 00000014 00000015 00000016 00000017 00000018 00000019 0000001a 0000001b 0000001c 0000001d 0000001e 0000001f}; s1=17 s2=0 s3=2 @32425ns,1 [trace regfile.cpp:109]"
0x800003dc,8,0.00000009,VADD_VX,VADD_VX,0x02234057,VALU,"SM 1 warp 2 0x800003dc           VADD_VX_0x02234057 mask=FFFFFFFF WB v[000]={00000020 00000021 00000022 00000023 00000024 00000025 00000026 00000027 00000028 00000029 0000002a 0000002b 0000002c 0000002d 0000002e 0000002f 00000030 00000031 00000032 00000033 00000034 00000035 00000036 00000037 00000038 00000039 0000003a 0000003b 0000003c 0000003d 0000003e 0000003f}; s1=6 s2=2 s3=0 @32535ns,1 [trace regfile.cpp:109]"
0x800003e0,16,0.00000018,LW,LW,0x01852e03,LSU,"SM 1 warp 2 0x800003e0                LW_0x01852e03 mask=FFFFFFFF MEMADDR 90401018 @32535ns,1 [trace exec_lsu.cpp:189]"
0x800003e4,8,0.00000009,VREMU_VX,VREMU_VX,0x8a0e6057,OTHER,"SM 1 warp 2 0x800003e4          VREMU_VX_0x8a0e6057 mask=FFFFFFFF WB v[000]={00000000 00000001 00000002 00000003 00000004 00000005 00000006 00000007 00000008 00000009 0000000a 0000000b 0000000c 0000000d 0000000e 0000000f 00000000 00000001 00000002 00000003 00000004 00000005 00000006 00000007 00000008 00000009 0000000a 0000000b 0000000c 0000000d 0000000e 0000000f}; s1=28 s2=0 s3=0 @33885ns,1 [trace regfile.cpp:109]"
0x800003e8,16,0.00000018,LW,LW,0xffc12083,LSU,"SM 1 warp 3 0x800003e8                LW_0xffc12083 mask=FFFFFFFF MEMADDR 70000820 @34305ns,1 [trace exec_lsu.cpp:189]"
0x800003ec,8,0.00000009,ADDI,ADDI,0xffc10113,OTHER,"SM 1 warp 3 0x800003ec              ADDI_0xffc10113 WB x[002]=0x70000820 @34375ns,1 [trace regfile.cpp:87]"
0x800003f0,16,0.00000018,JALR,JALR,0x00008067,CTRL,"SM 1 warp 3 0x800003f0              JALR_0x00008067 JUMP=true, jumpTO 0x800003a4 @34405ns,1 [trace exec_salu.cpp:121]"
0x800003f4,8,0.00000009,ADDI,ADDI,0x00410113,OTHER,"SM 1 warp 3 0x800003f4              ADDI_0x00410113 WB x[002]=0x70000824 @35905ns,1 [trace regfile.cpp:87]"
0x800003f8,8,0.00000009,SW,SW,0xfe112e23,LSU,"SM 1 warp 3 0x800003f8                SW_0xfe112e23 mask=FFFFFFFF ADDR 70000820, DATA 800003ac @35945ns,1 [trace exec_lsu.cpp:183]"
0x800003fc,16,0.00000018,CSRRS,CSRRS,0x80302573,CSR,"SM 1 warp 3 0x800003fc             CSRRS_0x80302573 CSR[0x803]=0x90401000 @35985ns,1 [trace exec_csr.cpp:93]"
0x80000400,16,0.00000018,LW,LW,0x00852283,LSU,"SM 1 warp 3 0x80000400                LW_0x00852283 mask=FFFFFFFF MEMADDR 90401008 @36045ns,1 [trace exec_lsu.cpp:189]"
0x80000404,16,0.00000018,CSRRS,CSRRS,0x80002373,CSR,"SM 1 warp 3 0x80000404             CSRRS_0x80002373 CSR[0x800]=0x40 @36085ns,1 [trace exec_csr.cpp:93]"
0x80000408,8,0.00000009,VID_V,VID_V,0x5208a157,OTHER,"SM 1 warp 3 0x80000408             VID_V_0x5208a157 mask=FFFFFFFF WB v[002]={00000000 00000001 00000002 00000003 00000004 00000005 00000006 00000007 00000008 00000009 0000000a 0000000b 0000000c 0000000d 0000000e 0000000f 00000010 00000011 00000012 00000013 00000014 00000015 00000016 00000017 00000018 00000019 0000001a 0000001b 0000001c 0000001d 0000001e 0000001f}; s1=17 s2=0 s3=2 @36155ns,1 [trace regfile.cpp:109]"
0x8000040c,8,0.00000009,VADD_VX,VADD_VX,0x02234057,VALU,"SM 1 warp 3 0x8000040c           VADD_VX_0x02234057 mask=FFFFFFFF WB v[000]={00000040 00000041 00000042 00000043 00000044 00000045 00000046 00000047 00000048 00000049 0000004a 0000004b 0000004c 0000004d 0000004e 0000004f 00000050 00000051 00000052 00000053 00000054 00000055 00000056 00000057 00000058 00000059 0000005a 0000005b 0000005c 0000005d 0000005e 0000005f}; s1=6 s2=2 s3=0 @36245ns,1 [trace regfile.cpp:109]"
0x80000410,16,0.00000018,LW,LW,0x01852e03,LSU,"SM 1 warp 3 0x80000410                LW_0x01852e03 mask=FFFFFFFF MEMADDR 90401018 @36245ns,1 [trace exec_lsu.cpp:189]"
0x80000414,16,0.00000018,LW,LW,0x01c52e83,LSU,"SM 1 warp 3 0x80000414                LW_0x01c52e83 mask=FFFFFFFF MEMADDR 9040101c @36305ns,1 [trace exec_lsu.cpp:189]"
0x80000418,8,0.00000009,MUL,MUL,0x03ce8f33,OTHER,"SM 1 warp 3 0x80000418               MUL_0x03ce8f33 WB x[030]=0x00000100 @46205ns,1 [trace regfile.cpp:87]"
0x8000041c,8,0.00000009,VREMU_VX,VREMU_VX,0x8a0f6057,OTHER,"SM 1 warp 3 0x8000041c          VREMU_VX_0x8a0f6057 mask=FFFFFFFF WB v[000]={00000040 00000041 00000042 00000043 00000044 00000045 00000046 00000047 00000048 00000049 0000004a 0000004b 0000004c 0000004d 0000004e 0000004f 00000050 00000051 00000052 00000053 00000054 00000055 00000056 00000057 00000058 00000059 0000005a 0000005b 0000005c 0000005d 0000005e 0000005f}; s1=30 s2=0 s3=0 @46285ns,1 [trace regfile.cpp:109]"
0x80000420,8,0.00000009,VDIVU_VX,VDIVU_VX,0x820e6057,OTHER,"SM 1 warp 3 0x80000420          VDIVU_VX_0x820e6057 mask=FFFFFFFF WB v[000]={00000004 00000004 00000004 00000004 00000004 00000004 00000004 00000004 00000004 00000004 00000004 00000004 00000004 00000004 00000004 00000004 00000005 00000005 00000005 00000005 00000005 00000005 00000005 00000005 00000005 00000005 00000005 00000005 00000005 00000005 00000005 00000005}; s1=28 s2=0 s3=0 @46375ns,1 [trace regfile.cpp:109]"
0x80000424,8,0.00000009,VMV_V_X,VMV_V_X,0x5e0ec0d7,OTHER,"SM 1 warp 3 0x80000424           VMV_V_X_0x5e0ec0d7 mask=FFFFFFFF WB v[001]={00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010 00000010}; s1=29 s2=0 s3=1 @46425ns,1 [trace regfile.cpp:109]"
0x80000428,8,0.00000009,AUIPC,AUIPC,0x00000317,OTHER,"SM 1 warp 3 0x80000428             AUIPC_0x00000317 WB x[006]=0x80000428 @46415ns,1 [trace regfile.cpp:87]"
0x8000042c,16,0.00000018,SETRPC,SETRPC,0x0143305b,CSR,"SM 1 warp 3 0x8000042c            SETRPC_0x0143305b CSR[0x14]=0x0 @46455ns,1 [trace exec_csr.cpp:154]"
0x80000430,16,0.00000018,VBLT,VBLT,0x0000c65b,OTHER,"SM 1 warp 3 0x80000430              VBLT_0x0000c65b from VALU, current_mask=FFFFFFFF, branch_mask=FFFFFFFF, stack-size=0 @46535ns,1 [trace exec_simtstk.cpp:53]"
0x8000043c,8,0.00000009,JOIN,JOIN,0x0000205b,CTRL,"SM 1 warp 3 0x8000043c              JOIN_0x0000205b SIMTSTK receive join, stack-size=0 @46585ns,1 [trace exec_simtstk.cpp:154]"
0x80000440,16,0.00000018,LW,LW,0xffc12083,LSU,"SM 1 warp 3 0x80000440                LW_0xffc12083 mask=FFFFFFFF MEMADDR 70000820 @47535ns,1 [trace exec_lsu.cpp:189]"
0x80000444,8,0.00000009,ADDI,ADDI,0xffc10113,OTHER,"SM 1 warp 3 0x80000444              ADDI_0xffc10113 WB x[002]=0x70000820 @47605ns,1 [trace regfile.cpp:87]"
0x80000448,16,0.00000018,JALR,JALR,0x00008067,CTRL,"SM 1 warp 3 0x80000448              JALR_0x00008067 JUMP=true, jumpTO 0x800003ac @47655ns,1 [trace exec_salu.cpp:121]"
